Id,Rating
34864-145,18.58456036690824
35548-145,42.28595563367719
35776-145,36.945193114822395
8055-28,45.83093339445625
9533-28,41.334411559132235
10637-28,48.59022893736301
7824-29,36.32293989281711
10141-29,39.791240285809415
39480-152,58.574543637407004
40162-152,43.92836653888433
40289-152,62.66590945928822
40829-152,20.188636497307243
39259-153,45.10756183449575
39910-153,16.225473206009095
40221-154,25.81946829988525
11144-30,48.36143902652473
11537-31,23.1175728786777
13117-31,39.470450356750064
13274-31,26.700569040518925
13409-31,33.40055598706
13566-31,43.34376493419429
12180-32,43.69099297048361
13368-32,32.0440535748974
28140-94,24.192443271139943
28192-94,29.295138876997328
28368-94,50.34313341082071
29656-94,32.151268662701504
28698-95,38.03843734949349
29663-95,23.849693248330293
30008-96,51.27331717537723
31779-96,25.34330833267303
31843-96,30.915423354206446
11986-33,27.814777220126707
33280-134,24.268754579432855
33284-134,38.34567614987256
33919-135,13.335161411290922
34709-135,16.44856029526796
34911-135,39.312358327717085
34954-135,24.744250946618358
34121-137,22.704196871907754
34885-137,46.655252109039075
34031-138,29.705906373008492
33644-139,39.98814445111452
33906-139,27.96795297288601
34885-139,48.87126621322465
35105-139,46.419385822801054
16656-38,18.82456055775453
16822-38,29.695522633820865
16842-38,39.212478947885856
17703-44,28.18172699605946
18882-44,52.741114783310636
19032-44,34.21407903598575
19064-44,25.18509901837582
18833-45,56.863741037664596
18113-46,22.935807292143487
17142-22,23.821277347628744
17169-22,56.98690442838772
19594-22,32.77492362380573
19925-22,25.895376112060582
17303-47,35.39121831376749
19484-47,45.0963528517683
17450-48,39.510911856589956
19549-48,46.774684233362706
19581-48,31.414720617128776
22173-48,24.94123521300704
22248-48,32.16052176722765
22323-48,33.45520006365389
17527-49,31.05238514034543
18104-49,50.10798751314922
17260-50,19.01638438453912
20068-50,63.77340203644361
19845-51,50.017337884401314
21802-60,39.24585115425592
21959-60,21.237898310400805
22796-60,40.523396914113064
20035-52,63.76436534984228
33156-52,11.265481710120945
18373-53,37.62769878414506
19805-53,54.216521572815225
19833-53,23.156416731898773
19836-53,56.690723376897054
18373-55,30.696914155812188
20951-55,37.93981841907391
32500-55,11.441980432146881
32630-108,33.1433319790122
32516-109,44.173287518363296
32566-110,37.93250300030201
32954-110,47.52840598387806
33018-110,26.331893205226066
33102-111,49.26101137462179
32289-112,18.5087720072395
33064-112,17.828213639062994
32292-113,37.18072828548015
32406-117,28.67689301646061
33132-120,57.35842246501349
32735-121,39.468572084350214
33099-122,46.216146153789566
32711-124,5.024519190163765
32576-125,50.63578516915036
33081-126,97.06878179513717
32766-127,14.341063431727015
33200-127,18.233137690701763
33032-129,11.908981905612599
32711-130,3.2290991427314637
32445-131,44.139747680305994
17363-56,30.84715894015571
20213-56,34.90233614876225
18076-57,36.4240082186097
18109-57,42.30118111383341
19213-57,26.220971262236816
18734-59,31.208549173870892
19836-59,40.468366398033965
20558-59,27.4586793433941
22068-61,84.91746808191381
23011-61,33.71040244577311
23205-61,28.82239324320969
22938-62,38.250587367298635
23529-62,45.809608081204665
23581-62,17.14264762194538
22069-63,11.660633062626495
22242-63,53.17118289826525
23011-63,25.962865468375192
23173-63,47.38534962997157
23488-63,41.51081987942637
21918-64,43.383096940315234
23526-64,17.462298847224567
23630-64,51.3160435778821
23836-64,31.318941907452544
23528-65,60.93579540542196
23760-65,41.44137403210769
23183-66,32.709624440867614
22345-67,30.72855261365718
23026-67,32.963688551508056
22315-71,25.487781008719463
22869-72,63.45895317908041
24293-72,33.07992247598915
21948-74,49.48675143992608
24602-74,47.8569317015594
21854-75,40.59234426140882
22974-75,32.715655584581256
23391-75,18.85410317723779
24233-75,29.873244037316134
24390-75,33.05638650641624
24868-75,43.19665082893642
25060-75,47.61223642930784
25186-75,43.466291331995365
24440-76,18.360026239411383
22005-77,40.38094203861098
22306-77,38.966647127407015
23008-78,31.98518971160818
23783-78,49.79886084661891
24767-78,21.49478535600477
24959-78,28.10289058946752
25753-79,23.76984108315929
25910-79,15.154207880691402
27018-81,29.54834422215815
27038-82,30.48986667354447
26469-85,26.990013603786302
26786-85,32.27005763610286
26978-85,28.85508159351182
34952-85,34.295296476092766
27686-86,30.863055233600882
28976-86,28.416458081118172
28172-87,39.3831200339588
29397-87,38.76535716500581
28428-88,43.71508270680328
28185-89,30.182189109897195
27840-90,9.686354360985433
29849-90,28.30827949349744
30109-91,28.37360741580658
28443-92,35.05002613971393
30032-93,36.63674753188987
31268-93,43.26324058896234
27783-97,22.854177659048002
29756-97,13.610225445107272
30177-97,18.162724383053106
30217-97,2.8429737382620033
30258-97,17.677267637288743
27975-99,13.53009499928132
31930-100,7.9675890567084675
30816-101,39.219833738716076
30733-102,36.53529062900606
30921-102,49.37393878882195
32078-103,46.46506765632439
32105-103,44.012077111002284
27920-105,12.797015865388904
30270-105,63.834893801411624
29979-106,12.497404682448604
31901-106,32.492244905246
36457-146,17.411168783025033
36601-146,34.92652559111918
37460-147,32.216618766688605
48412-176,18.21370757287355
48985-176,31.279717648746814
50298-177,46.846166067425536
47919-178,58.593013772408284
49252-178,49.6746726518619
50762-178,32.33670346526961
48046-179,21.936455315075843
48647-179,44.111177614950506
50570-179,23.956358532052306
49553-180,32.27821485139157
49944-180,22.87284262022021
50426-180,55.83837299272287
50183-181,43.8943220095157
50757-181,53.360397181823046
50834-181,54.219712597452286
40942-155,23.55134467452302
40998-155,40.57814187618025
42391-155,58.91239402434751
40971-156,20.833639799555407
41625-156,34.35663638831178
41303-158,13.035614461007427
41895-159,60.20002717198474
41088-160,69.69383697321835
41120-160,33.90488541017056
42052-160,61.074913342723946
41330-161,55.15043480735703
43031-161,64.11556109865015
40973-162,36.60515653518235
41787-162,36.76047880041578
42455-162,40.256442033025984
42576-162,53.84526075250075
43833-163,42.04683191581556
45092-163,32.011014544862306
44176-164,40.52138292876993
45344-164,47.005666823643566
43370-167,47.5653006418689
44350-167,39.43529741915213
45449-167,50.638726273422314
43365-168,26.652954083806897
43555-168,26.555161463509407
45447-168,16.672048538514318
43379-169,43.45394851185698
43822-169,23.741715583336514
43965-169,33.43532934913928
46585-170,33.108952110527895
47779-172,46.27910254087264
50426-182,51.21029050281168
50469-182,32.495296934530145
50554-182,31.55754548307032
50857-182,21.662587246859324
488-0,47.56758738899252
40525-1,33.44043254328635
40881-1,44.03534577247501
543-2,28.488407986858796
637-2,28.502516609464323
798-3,38.697396243167795
1240-3,31.4923732077594
1746-3,28.822874068370222
38407-151,43.28744832643847
40117-151,38.532088576739014
2260-4,19.227087099540235
3113-4,36.119840210558074
3931-4,35.527370555592825
2656-5,9.567388956144814
2866-5,39.04227864184646
3721-5,28.32312484720457
3474-6,27.72107132935341
4032-7,35.537851721349355
4036-7,27.220698554890834
2106-8,26.913806523601473
3631-8,21.457431445365994
4086-8,29.45878046363032
4326-8,37.60483381605294
21790-68,46.0922113353801
24609-69,20.464533711700582
24450-70,31.900979732660552
49765-174,43.67862278449659
50188-174,13.169848615753978
50306-174,49.265169773870596
48679-175,36.54521503579343
48984-175,41.25690558010996
49215-175,14.847803677324208
3380-9,41.955971541508625
3874-9,31.819997396600208
4495-9,54.97861235862623
5585-9,34.09584394319207
2878-11,59.31405457785008
36342-11,54.32191636025673
3114-12,43.388325933962896
4835-12,51.27925909641798
5037-12,7.011212132143321
3021-13,15.145707474504752
4435-13,43.92733530661786
5986-14,45.024392801422124
7057-15,18.34833686527902
6062-16,15.296563834709495
6620-16,40.60079978113449
38746-148,29.81176082074028
6203-17,41.96641870181106
7713-17,76.80892447908582
8854-19,40.609512611379856
9050-20,42.72001424033088
6693-21,58.56287622010933
8855-21,47.54688567762826
8896-22,36.56934173981169
9563-22,53.411271176627565
9462-23,80.0745704277231
10171-23,15.740993053362825
7753-24,19.181006373071767
9208-24,48.99584672118097
9835-24,30.39513245445295
10509-24,28.690603564479012
6867-25,20.949803743360064
9870-25,48.781194729459294
10720-25,61.64946506455822
10858-25,37.4199671636717
6445-26,21.854557555245307
9871-27,36.61363767553163
33464-140,29.994638100087364
35693-140,46.33540405838365
35821-140,18.74228329458212
34739-141,43.60561628610264
34955-141,66.66804620175213
33464-142,30.940362439277074
33584-142,43.148425997779654
35026-142,30.761846860428655
34344-143,28.957593435888256
35270-143,26.292863057749976
35235-144,36.89651614422515
35320-144,74.51973463578415
35716-144,38.519085704460046
34924-145,39.04525583046525
35281-145,30.551918196752702
6737-28,37.75480070940842
8370-28,28.456897025322938
10664-28,10.721836222645756
10972-28,7.921229572279373
7203-29,87.16321578587932
9660-29,37.03084164728279
38479-152,29.87023468453015
38904-152,35.834953683620064
38915-152,61.85821771732333
38931-152,55.626217791577915
40523-152,32.96574732006918
40539-152,32.02235582543172
38946-153,55.49893886562996
39175-153,15.011968177271104
39191-153,32.05573821199222
40554-153,19.51788877697708
39668-154,35.0633882039792
12931-30,53.15250652894903
28105-94,24.388791282658413
28221-94,39.51595936895062
29260-94,23.691516193875145
30494-94,43.61925949020724
29361-95,38.928967308636615
30417-96,54.925053309656164
33305-134,50.803821250022786
34416-134,18.35212394748876
34883-134,29.132896242721955
33354-135,23.37130487198077
34375-135,28.566375979620638
33232-136,49.09356655847765
33270-136,15.362922484181725
33317-136,35.25329263487731
34898-137,35.81221480984581
33278-138,23.744611345255812
33666-138,43.72256838295029
33779-138,33.82396555314753
34766-138,30.67042655259347
33550-139,19.408690139813313
16762-39,44.0060993763962
18017-44,24.181886532673868
18390-44,25.89323955174169
18643-44,19.882429443396962
18853-44,19.792730606102452
18902-45,48.512204475920825
17551-46,27.383529982076197
17575-46,15.001590471911312
18211-22,23.23877921953546
18976-22,17.599749724724806
19627-22,21.227083954335086
19647-48,27.99667860509257
20299-48,29.13434986984583
20372-48,39.44225545785879
21382-48,36.01066345977281
21413-48,34.85814035848404
21560-48,44.56814844988974
22888-48,31.303478087369037
17608-49,55.88325540407326
17609-49,18.75684020971375
19009-49,38.6018453694188
19412-49,28.349312788414107
20163-49,39.495000101262285
17358-50,42.34526368764794
17390-50,54.25787333101262
18790-50,54.03755619937657
19442-50,51.36263426917281
19571-50,23.819167125039947
20371-50,67.31153860962499
17163-51,46.74761074663186
19748-51,47.58253426806479
21370-60,33.77164926293425
22446-60,36.13047978243141
18850-52,36.75830383843429
20674-52,22.992043831882807
32671-52,87.91772068579118
20645-53,50.146797644681754
20674-54,26.409351707560475
20749-54,45.85594019116649
20973-54,32.56746530442305
33016-54,24.442560239756713
32243-108,30.40256597883911
32269-110,27.130951667355973
32277-110,66.53223832703377
32910-115,24.0339762151823
32940-116,34.54692653510985
33075-116,70.80459260845502
32748-117,51.26886958070883
33041-117,40.34340751815344
33000-118,10.852922654314433
32640-120,29.51117730535819
32189-123,72.30899928803296
32788-127,16.849832580610773
32339-129,71.64260880007649
32827-129,47.970393862119536
33115-132,79.75339773242663
33015-133,23.045084729550794
19050-56,17.28702437030462
21082-57,29.482427184564006
19454-58,27.530608766154614
19308-59,23.864326068830643
20573-59,17.724294651130133
21831-62,9.836165411766174
23117-62,23.231021374629762
24057-63,24.052693567456792
24077-63,48.43436522966613
24159-63,17.363892579072715
21669-64,85.27532688105603
22790-64,38.88635680742495
23003-64,52.84256067425193
23503-65,42.889982905496225
21272-66,16.600094555225642
22171-66,24.69932331998508
24093-66,38.46165937472956
21673-67,34.14051428936188
22958-67,67.58158477015868
23254-67,61.05596507270108
22029-71,12.00162889039006
22276-71,23.428148514225278
23460-71,9.407638973959683
23557-72,53.77731365926056
21877-73,16.876487794729755
23603-73,30.59437955386586
23655-74,39.8645317180204
24831-74,19.06168340586583
23603-75,24.711138613972235
24498-75,26.869259698471392
24579-75,27.313728644001763
22269-76,39.20288782522275
21770-77,26.114786272199943
23911-77,31.50543104701913
25115-77,15.519312149185893
21827-78,42.68267168686745
23239-78,30.558163961297918
26693-79,20.41248160152446
27659-79,23.275049473273793
25608-81,61.059576741148916
26562-81,51.9105573954305
26322-82,36.083373677174855
26397-82,30.797453201717964
25542-83,52.142182601435735
27359-84,56.400542839816836
25925-85,22.49385305575865
27356-85,28.14566784692133
33368-85,37.83322276620353
34189-85,40.75117507401223
28813-86,56.87943706941083
28618-87,46.43002468590196
29579-87,32.75756024365644
29721-88,53.133247601716164
29863-88,22.317575698581976
29968-88,48.402196858038096
30160-88,27.615482988460613
30202-89,49.00974045628745
30585-89,58.301481849683704
27930-90,31.92083262061366
29845-90,26.948819026610778
29968-90,51.42093077647429
29984-90,74.48621964819563
30028-91,55.85295291083358
30219-91,9.072583761212584
29062-92,53.83882061929113
29434-92,42.88227780198073
29829-92,50.48352277071327
30021-92,24.33778778496236
30512-92,27.1749808465744
30651-92,40.418140215137115
30731-92,41.04126272108814
31580-98,21.32823067287781
28591-99,29.57903209682346
32177-99,30.579060280101118
31123-100,28.571540731483523
28892-101,13.234763053585898
29406-101,23.657020928662043
31283-101,11.00054602140231
29588-102,30.956134425104164
28733-103,29.33675816174138
30242-103,16.679503358415456
31520-103,16.951740484635195
27691-104,32.936594562383135
29030-104,27.797211368243566
29466-104,18.377472149587103
31576-104,16.312338102210763
32130-104,34.94463612530847
30943-105,37.644797606739864
32084-106,24.272862639089073
36458-146,18.595083108216766
36517-146,33.27784412991197
37816-146,34.670956222852446
37488-147,41.5120865350143
50425-176,53.733780461256046
48774-178,17.86006510427729
49167-178,53.119697666861384
49312-178,34.65682428101526
50437-178,38.81643313740251
50670-178,28.575712741235684
50765-178,7.398126561757522
49750-179,32.09557794051477
49904-180,25.197945512624592
48235-181,46.91615337457802
49551-181,63.37307450144621
50414-181,27.615908053829347
41045-155,31.800176857285514
41385-155,63.15685054807414
41390-156,26.074992217153333
42262-157,58.17327842059015
43165-157,42.84794236428603
41344-158,16.77662854063263
43222-158,44.99007541078879
40995-160,65.8201181938341
42155-160,60.17185755721205
42855-160,51.29260513295633
43285-160,54.243439030454475
42645-161,37.99525875436528
42868-161,32.777279204879406
44178-163,10.898810828222459
44691-163,41.57216246284345
44787-163,15.84529988898013
45118-163,36.38020503327771
44178-165,16.482810825574806
44190-165,28.799169569964942
44992-165,28.67878728879022
45396-165,27.795091328251964
43809-166,54.88387624119484
43813-166,30.690219920703857
44201-166,20.898737887274784
44205-166,47.699890341554315
44659-166,28.613479998389032
45048-166,37.39898840309937
44085-168,18.712391375637168
44123-169,9.064565645197515
45766-170,49.61783186199027
46458-170,14.555675395719181
45920-171,14.104784412544282
50411-182,27.95284418680587
50425-182,35.30063530208567
1534-0,28.34508809103647
152-1,46.123593211497436
38834-1,45.66441144064713
40045-1,45.73809070266366
40401-1,48.648688672907056
40696-1,31.971034508152478
1383-2,54.254727558743454
3-3,27.91304377026832
671-3,34.011847431512706
38779-150,30.633579563811345
40334-150,35.31359007950988
2637-4,29.486984698022404
3302-4,46.87326192493294
3091-5,24.132752273561422
3302-6,45.159180333081274
3511-6,37.836267997428635
4655-7,42.0147385948339
4954-7,35.45944505110546
3499-8,41.1022342968472
3852-8,47.60940999007435
4002-8,33.13614338065474
4249-8,29.203999261074966
24180-68,27.0363315134924
21587-69,31.857414243072157
21845-70,20.397476378879347
22043-70,14.70238722541525
23820-70,34.99851756880728
24547-70,33.57022077853468
49982-175,42.46866078285985
50092-175,32.08908819594199
2743-9,26.03626268151619
2625-10,35.88376680302546
3293-10,52.58676890926477
3358-10,36.48033911573664
2584-11,68.6986755306115
36117-11,59.27548741548645
4557-12,26.15843027413801
5064-12,23.692988421218484
38065-12,62.672201063712244
5767-14,46.73863227841286
5816-15,52.62714818110521
6330-16,48.513496546851236
39088-148,34.046815412367266
39403-148,42.720328044335446
39426-148,55.19287395296941
5816-17,54.32545908010073
8686-17,46.00350513660131
7780-18,40.2088130897928
5817-19,45.62325081914759
7605-19,36.96858641493698
7940-19,76.5541948882433
8299-19,61.98691158575486
8711-19,61.847284968784834
9865-21,64.00224601067781
9869-21,41.37484933610041
7900-23,33.80502519117148
6763-24,18.680679063541252
7039-25,60.31536457529049
7739-25,21.049367782426046
10511-25,50.14076792535242
10393-26,67.05170134139655
7723-27,43.83723896497931
8532-27,54.65184778074027
33837-140,70.9837029116643
35093-140,36.621580033682044
35771-140,16.974812416837775
33586-141,60.199417692967856
34453-141,16.956808661082736
35993-141,40.62413282161855
33823-142,32.324845876753486
35906-142,11.531827512704563
34004-144,13.150935075359193
34640-144,20.531965197072154
35051-144,36.55021530947918
35236-144,30.689712086804196
35420-144,21.49655416168957
35760-144,35.548185532490386
34093-145,39.271733704909764
7824-28,34.62096105076184
9925-28,5.030595455264063
10394-28,24.559006086233033
10576-29,14.552818705034277
39103-152,29.034467396236522
40471-152,37.702808119474376
39795-153,40.78693483452014
38820-154,5.968396285837564
12508-31,36.34105386121919
12376-32,38.16035117830045
28796-94,60.8931309326902
31620-95,20.008100138623284
30376-96,13.53093574779616
13873-35,40.574016921868214
16602-35,27.255637240561352
33640-134,26.883331620478394
35094-134,15.352745535021672
34023-135,43.548163269540105
34524-135,24.548881437298792
33906-136,26.409913413379947
34299-136,44.67619355621327
35063-136,75.8964469144603
35104-136,29.159628513585748
33946-137,53.46591661152503
34512-137,32.267265020453806
33384-139,11.07792977095269
33594-139,30.267678652156253
33722-139,22.735311616519283
15362-36,34.96590753859192
18313-44,65.89191970628295
18625-44,15.927714574268945
17711-45,35.8654825706853
18330-45,56.01054589638609
18354-45,44.31347942747423
18362-45,29.686416370137135
17886-46,13.292110477370342
18044-46,15.364324260168003
18221-46,28.33331091073796
18229-46,9.298555331632484
19954-22,10.801739967751558
19966-22,49.32550366339628
17144-47,47.40674450474495
18145-47,45.44381518691289
19466-47,16.735563665074192
19690-47,48.08958806075886
20439-47,38.59870791899033
17586-48,47.08946206641268
19803-48,34.42374791126364
22352-48,9.759038000827928
22384-48,52.985120453307815
22539-48,53.465205224279174
19475-49,23.98365513256946
20142-49,45.50868720353495
17917-50,52.3874795157689
19472-50,9.558633423350553
19519-50,37.31827688299588
17367-51,34.515689949858285
21760-60,54.86948886245644
22242-60,52.046771593857116
22367-60,23.135254265552984
17921-52,81.87650657592602
19800-52,25.922359172637037
32279-52,16.59141862005261
32737-52,75.40932385856306
20694-53,24.74810544449125
17289-54,28.359766396279625
19836-54,49.72847126131617
20098-55,60.13629645120123
32690-108,68.52962721701765
32754-108,81.96653662559376
32762-108,24.907877590002208
33111-109,48.77592669461117
33102-110,47.82367904471292
32951-112,59.088554309482575
32589-113,58.30095633430779
32552-119,39.26131918024769
32834-119,16.552337833854878
32944-119,24.789692982240254
32947-120,69.59497561779617
33174-121,56.9351849481128
32916-124,9.110672170536159
33026-124,19.24629978563791
32593-128,65.048810238146
33141-132,47.163482869807694
21209-56,24.688684676562787
19478-57,27.031075317484223
20353-58,34.5185760058631
20617-58,34.75928747987755
19576-59,25.457648306041996
19621-59,17.272218710930396
20959-59,25.888600225998925
22169-61,27.107113257268242
22068-62,63.618705647378675
22653-62,37.57780970838552
23722-63,48.42877128243938
22962-64,56.385234459138346
21414-65,70.7885770398996
22545-65,48.58621367145228
23568-66,44.19178301932458
22299-67,26.20508452156809
23779-67,46.285317812635526
24030-67,34.441031238694045
24070-67,23.557143362304892
23153-71,18.904321303768224
23212-71,26.55850878828074
23877-73,28.67318353311988
23111-74,32.6514406813802
24390-74,34.29377297971126
21354-75,26.654194254432035
21489-76,20.186955170351325
21962-76,36.983275507948974
23367-77,19.1378349869381
24792-77,36.452249600629486
25002-77,37.97335448339999
25310-77,23.88703018549169
22505-78,27.92079078562157
23382-78,22.641337794866168
25193-78,26.33848146966709
26468-79,32.771842787762594
27087-79,9.171677467718908
27187-79,11.13793308612155
27371-79,25.015351335987773
26037-80,40.441923513554585
26467-80,27.777797918498244
26981-81,24.498829448789003
25605-83,38.21074942896624
26420-84,37.65656527538656
26585-85,35.957153735821095
26681-85,25.76983876242474
34047-85,52.1289025035513
28311-86,34.131109487356234
27839-87,56.899801470422744
28056-87,32.30061327742506
28138-87,29.287333629403086
29717-88,12.454205459744841
30156-88,37.94353620188166
30422-89,63.43558115658361
29290-90,42.576901433535056
30156-90,34.501301011324806
28664-91,33.2678762148682
29739-91,21.980241552400784
30501-91,27.59841798660205
30565-91,52.19988781624166
27785-92,46.95399144321826
28780-92,16.099450614595593
28068-97,48.747648220509944
28970-97,22.361803774475234
29639-97,31.581994925423697
32150-97,21.710504388328463
27798-99,8.65412623637777
30952-99,33.60736267384142
31588-99,43.515086885961665
31897-99,47.65081333283483
28677-100,27.711222930964045
32078-100,29.63044392376556
29423-101,14.714517977757975
30888-101,5.177101437853285
28085-102,27.11048182006256
29522-102,29.436267960575037
30816-102,48.308016456922914
30679-103,23.63565136480573
28556-104,29.98736120666119
30529-104,56.82384025774428
31179-104,57.76761788979432
31301-104,56.28667203828696
28752-105,71.7714260678893
31296-105,20.372483555628946
27920-106,14.344280714213273
29687-106,12.023113956208523
29744-106,80.81252659020942
37631-146,42.72648841220186
36326-147,20.75625514219275
36585-147,32.99807951692979
37085-147,54.916231363293086
37252-147,12.441873709595892
47801-176,8.89861084080249
50834-176,54.60729922043281
48043-177,48.34197795264633
49028-177,42.80671540419656
49455-177,15.893312031122282
50521-177,19.59747231704967
48046-178,18.97062900914952
48119-178,45.55800256992574
50005-178,8.802538216118506
47719-179,33.95636712858821
50005-180,8.430940521962665
50626-180,22.340834677716572
50703-180,34.155954956646625
47778-181,54.912523551662744
50596-181,43.70329935111895
41272-155,51.422900806078644
41287-155,35.87735517387288
41303-155,25.519643170756417
42624-155,27.553138309263687
42554-156,57.73037712352289
41565-157,75.60726139020241
43235-158,37.782151030339655
42099-160,11.53233788651751
42899-160,66.15142722824382
41197-161,32.6228873006841
43284-161,62.36253367163471
41732-162,58.65466975931189
42416-162,61.35802674789798
43559-163,39.78049166499345
43787-163,45.235984038979936
44350-164,65.71013227076571
44467-164,26.062646367767762
44122-165,15.662197561219717
43531-166,16.578976279777642
44466-166,46.77770684577871
44478-166,28.013590038059863
44614-166,39.85837578002855
45063-166,46.9719442952112
45191-166,17.29207516645303
43676-167,43.41987735722774
45059-168,12.46653367402132
43569-169,45.289756988576215
43705-169,24.030763099477145
44340-169,21.84645789678966
49773-182,29.473980786342246
49347-183,33.856999347369246
49383-183,55.4347753180711
49410-183,28.32410189828359
50469-183,32.007060742887695
797-0,41.41802481521295
1551-1,49.78752651024365
39269-1,37.05529903427218
235-2,30.776844630902634
843-3,43.959920668464335
902-3,37.59409628473174
39117-150,28.251015087752727
39972-150,32.67091112235612
39157-151,30.92079302181122
40404-151,29.94884449536636
2364-4,28.12833781968048
2526-4,69.65359901819303
2715-4,49.817010813288995
1862-5,26.587357971167844
2982-5,41.157555695338274
3278-5,16.682754209996006
4380-7,41.508464802146875
23632-68,44.484039799943936
22175-69,29.414611431972844
22388-69,19.574565277047228
24022-69,40.860816818119055
24318-69,29.961501832922277
24631-69,38.32915254007369
24780-69,32.42827359206444
22382-70,43.72302243009313
22429-70,29.46977997526718
24826-70,48.9725547466936
49546-173,18.366670687773613
50291-174,29.18842839020887
48875-175,39.15159282327954
4227-9,55.3864826573145
5044-9,41.685766812391726
2870-10,51.43754546321061
2008-11,49.64516470706619
2413-11,27.925500790872473
5388-11,57.232778572863765
36427-11,71.862965073261
37849-11,54.205004501192164
2063-12,61.35707871574452
3230-12,59.87901225072329
4576-12,45.75763624604237
5437-12,65.31351583651659
36694-12,48.43770013234438
38159-12,44.320457590479535
2314-13,23.206172083811747
4543-13,35.465479596807974
6505-14,69.07308444359505
7056-14,49.55013070324771
38846-148,30.612221777823976
38930-148,37.69659178191674
39613-148,47.119229916733396
38676-149,21.43357262160883
39012-149,78.12251360148812
39029-149,40.708230748789525
39140-149,37.484909487856214
39156-149,47.38480823732681
39234-149,30.25141735971527
39358-149,32.13196461737826
7125-17,44.67203310264276
7656-18,59.5572481404644
8501-18,40.48232287565821
8663-18,46.89781139522757
7109-19,73.23961318881672
7772-19,40.35279780864854
9446-20,42.69382219256338
9138-22,33.34763809190083
9166-22,63.623149704377944
6619-23,45.324362570349805
8230-23,69.70078826721887
10423-24,22.38116325857789
6444-25,20.956663015281407
9737-25,76.73427262414815
6869-26,45.55862206850952
10250-26,46.33478382822982
7752-27,49.9540942422344
7970-27,63.90595313755824
9851-27,41.27030232522389
9910-27,33.61394244526413
34905-140,32.33268733950653
35335-140,15.8476958354575
35793-140,19.933211408589727
35377-141,28.784163135965997
35505-141,41.12841476107513
35651-142,40.44266989903329
35943-142,52.456339849122045
33815-143,9.497201306833585
35377-143,28.773698802368152
35700-143,48.658196413251304
33863-144,46.12619002454399
33991-144,20.78788131592396
34007-144,10.742063443382175
35052-144,19.44196679676563
34243-145,18.75267614993327
34894-145,30.901379837344184
35251-145,30.90674805187185
7675-28,37.02103088916612
10581-28,25.11910362743869
40629-152,32.403837089540595
40841-152,21.184631614729305
38479-153,28.50600102150607
38931-153,55.78149863645757
40250-153,38.17594696377984
11364-30,40.095277810664356
15043-34,38.657929565614644
28214-94,35.83070691214133
30724-94,29.263710262620027
31147-94,31.70931782169655
28221-95,37.22926307352641
28397-95,50.50292471970405
29785-95,40.197525072024845
29162-96,52.484063051870535
29367-96,31.752885159971843
31642-96,21.853633069721276
13583-33,26.510991441699304
16692-43,29.26124083405993
13672-35,42.19360770142438
33332-134,32.36309046878205
33366-134,31.3967362144844
33309-135,20.214517642434114
33882-135,48.768510999001464
34886-135,49.371769866121824
35002-135,53.69232322114546
35014-135,46.229502702425194
33335-136,35.79737211153089
34065-136,27.39602199597768
34883-137,31.638131325345565
16712-37,29.208877307963338
16817-38,26.079772884686466
17640-45,39.25508811392551
19061-45,53.74463113355176
17240-46,29.447992783354493
17398-46,18.786913218166525
17907-46,12.546927896258993
18684-46,42.871853499212506
